movieId,title,genres,country
251,"Hunted, The (1995)",Action,USA
252,I.Q. (1994),Comedy|Romance,USA
253,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror,USA
254,Jefferson in Paris (1995),Drama,USA|France
255,"Jerky Boys, The (1995)",Comedy,USA
256,Junior (1994),Comedy|Sci-Fi,USA
257,Just Cause (1995),Mystery|Thriller,USA
258,"Kid in King Arthur's Court, A (1995)",Adventure|Children|Comedy|Fantasy|Romance,USA|Hungary|UK
259,Kiss of Death (1995),Crime|Drama|Thriller,USA
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,USA
261,Little Women (1994),Drama,USA|Canada
262,"Little Princess, A (1995)",Children|Drama,USA
263,Ladybird Ladybird (1994),Drama,UK
264,"Enfer, L' (1994)",Drama,France
265,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance,Mexico
266,Legends of the Fall (1994),Drama|Romance|War|Western,USA
267,Major Payne (1995),Comedy,USA
268,Little Odessa (1994),Crime|Drama,USA
269,My Crazy Life (Mi vida loca) (1993),Drama,USA|UK
270,Love Affair (1994),Drama|Romance,USA
271,Losing Isaiah (1995),Drama,USA
272,"Madness of King George, The (1994)",Comedy|Drama,UK
273,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi,USA|Japan|UK
274,Man of the House (1995),Comedy,USA
275,Mixed Nuts (1994),Comedy,USA
276,Milk Money (1994),Comedy|Romance,USA
277,Miracle on 34th Street (1994),Drama,USA
278,Miami Rhapsody (1995),Comedy,USA
279,My Family (1995),Drama,USA
280,Murder in the First (1995),Drama|Thriller,USA|France
281,Nobody's Fool (1994),Comedy|Drama|Romance,USA
282,Nell (1994),Drama,USA
283,New Jersey Drive (1995),Crime|Drama,USA
285,Beyond Bedlam (1993),Drama|Horror,UK
287,Nina Takes a Lover (1994),Comedy|Romance,USA
288,Natural Born Killers (1994),Action|Crime|Thriller,USA
289,Only You (1994),Comedy|Romance,USA|Italy
290,Once Were Warriors (1994),Crime|Drama,New Zealand
291,Poison Ivy II (1996),Drama|Thriller,USA
292,Outbreak (1995),Action|Drama|Sci-Fi|Thriller,USA
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,France
294,"Perez Family, The (1995)",Comedy|Romance,USA
295,"Pyromaniac's Love Story, A (1995)",Comedy|Romance,USA
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,USA
299,Priest (1994),Drama,UK
300,Quiz Show (1994),Drama,USA
301,Picture Bride (Bijo photo) (1994),Drama|Romance,Japan|USA
302,"Queen Margot (Reine Margot, La) (1994)",Drama|Romance,France|Italy|Germany
303,"Quick and the Dead, The (1995)",Action|Thriller|Western,Japan|USA
304,Roommates (1995),Comedy|Drama,USA
305,Ready to Wear (Pret-A-Porter) (1994),Comedy,USA
306,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama,Switzerland|France|Poland
307,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama,France|Poland|Switzerland
308,Three Colors: White (Trzy kolory: Bialy) (1994),Comedy|Drama,Switzerland|France|Poland
309,"Red Firecracker, Green Firecracker (Pao Da Shuang Deng) (1994)",Drama,China|Hong Kong
312,Stuart Saves His Family (1995),Comedy,Germany|USA
313,"Swan Princess, The (1994)",Animation|Children,USA
314,"Secret of Roan Inish, The (1994)",Children|Drama|Fantasy|Mystery,USA|Ireland
315,"Specialist, The (1994)",Action|Drama|Thriller,Peru|USA
316,Stargate (1994),Action|Adventure|Sci-Fi,France|USA
317,"Santa Clause, The (1994)",Comedy|Drama|Fantasy,USA
318,"Shawshank Redemption, The (1994)",Crime|Drama,USA
319,Shallow Grave (1994),Comedy|Drama|Thriller,UK
320,Suture (1993),Film-Noir|Thriller,USA
321,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama,Cuba|Mexico|Spain|USA
322,Swimming with Sharks (1995),Comedy|Drama,USA
324,"Sum of Us, The (1994)",Comedy|Drama,Australia
325,National Lampoon's Senior Trip (1995),Comedy,Canada|USA
326,To Live (Huozhe) (1994),Drama,China|Hong Kong
327,Tank Girl (1995),Action|Comedy|Sci-Fi,USA
328,Tales from the Crypt Presents: Demon Knight (1995),Horror|Thriller,USA
329,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi,USA
330,Tales from the Hood (1995),Action|Crime|Horror,USA
331,Tom & Viv (1994),Drama,UK|USA
332,Village of the Damned (1995),Horror|Sci-Fi,USA
333,Tommy Boy (1995),Comedy,USA
334,Vanya on 42nd Street (1994),Drama,USA
335,Underneath (1995),Mystery|Thriller,USA
336,"Walking Dead, The (1995)",Drama|War,USA
337,What's Eating Gilbert Grape (1993),Drama,USA
338,Virtuosity (1995),Action|Sci-Fi|Thriller,USA
339,While You Were Sleeping (1995),Comedy|Romance,USA
340,"War, The (1994)",Adventure|Drama|War,USA
341,Double Happiness (1994),Drama,Canada
342,Muriel's Wedding (1994),Comedy,Australia|France
343,"Baby-Sitters Club, The (1995)",Children,USA
344,Ace Ventura: Pet Detective (1994),Comedy,USA
345,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama,Australia
346,Backbeat (1993),Drama|Musical,UK|Germany
347,Bitter Moon (1992),Drama|Film-Noir|Romance,France|UK|USA
348,Bullets Over Broadway (1994),Comedy,USA
349,Clear and Present Danger (1994),Action|Crime|Drama|Thriller,USA
350,"Client, The (1994)",Drama|Mystery|Thriller,USA
351,"Corrina, Corrina (1994)",Comedy|Drama|Romance,USA
352,Crooklyn (1994),Comedy|Drama,USA
353,"Crow, The (1994)",Action|Crime|Fantasy|Thriller,USA
354,Cobb (1994),Drama,USA
355,"Flintstones, The (1994)",Children|Comedy|Fantasy,USA
356,Forrest Gump (1994),Comedy|Drama|Romance|War,USA
357,Four Weddings and a Funeral (1994),Comedy|Romance,UK
358,Higher Learning (1995),Drama,USA
360,I Love Trouble (1994),Action|Comedy,USA
361,It Could Happen to You (1994),Comedy|Drama|Romance,USA
362,"Jungle Book, The (1994)",Adventure|Children|Romance,USA
363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",Documentary,France|UK|Germany|Belgium
364,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX,USA
365,Little Buddha (1993),Drama,Italy|France|Liechtenstein|UK
366,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",Drama|Horror|Mystery|Thriller,USA
367,"Mask, The (1994)",Action|Comedy|Crime|Fantasy,USA
368,Maverick (1994),Adventure|Comedy|Western,USA
369,Mrs. Parker and the Vicious Circle (1994),Drama,USA|Canada
370,Naked Gun 33 1/3: The Final Insult (1994),Action|Comedy,USA
371,"Paper, The (1994)",Comedy|Drama,USA
372,Reality Bites (1994),Comedy|Drama|Romance,USA
373,Red Rock West (1992),Thriller,USA
374,Richie Rich (1994),Children|Comedy,USA
375,Safe Passage (1994),Drama,USA
376,"River Wild, The (1994)",Action|Thriller,USA
377,Speed (1994),Action|Romance|Thriller,USA
378,Speechless (1994),Comedy|Romance,USA
379,Timecop (1994),Action|Sci-Fi|Thriller,Canada|USA|Japan
380,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller,USA
381,When a Man Loves a Woman (1994),Drama|Romance,USA
382,Wolf (1994),Drama|Horror|Romance|Thriller,USA
383,Wyatt Earp (1994),Western,USA
384,Bad Company (1995),Action|Crime|Drama,USA
387,"Low Down Dirty Shame, A (1994)",Action|Comedy,USA
388,Boys Life (1995),Drama,USA
389,"Colonel Chabert, Le (1994)",Drama|Romance|War,France
390,Faster Pussycat! Kill! Kill! (1965),Action|Crime|Drama,USA
391,Jason's Lyric (1994),Crime|Drama,USA
392,"Secret Adventures of Tom Thumb, The (1993)",Adventure|Animation,UK
393,Street Fighter (1994),Action|Adventure|Fantasy,Japan|USA
401,Mirage (1995),Action|Thriller,USA
405,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),Action|Fantasy,Canada|France|UK
407,In the Mouth of Madness (1995),Horror|Thriller,USA
408,8 Seconds (1994),Drama,USA
409,Above the Rim (1994),Crime|Drama,USA
410,Addams Family Values (1993),Children|Comedy|Fantasy,USA
412,"Age of Innocence, The (1993)",Drama,USA
413,Airheads (1994),Comedy,USA
414,"Air Up There, The (1994)",Comedy,USA
415,Another Stakeout (1993),Comedy|Thriller,USA
416,Bad Girls (1994),Western,USA
417,Barcelona (1994),Comedy|Romance,USA
418,Being Human (1993),Drama,UK|Japan
419,"Beverly Hillbillies, The (1993)",Comedy,USA
420,Beverly Hills Cop III (1994),Action|Comedy|Crime|Thriller,USA
421,Black Beauty (1994),Adventure|Children|Drama,USA|UK
422,Blink (1994),Thriller,USA
423,Blown Away (1994),Action|Thriller,USA
424,Blue Chips (1994),Drama,USA
425,Blue Sky (1994),Drama|Romance,USA
426,Body Snatchers (1993),Horror|Sci-Fi|Thriller,USA
427,Boxing Helena (1993),Drama|Mystery|Romance|Thriller,USA
428,"Bronx Tale, A (1993)",Drama,USA
429,Cabin Boy (1994),Comedy,USA
431,Carlito's Way (1993),Crime|Drama,USA
432,City Slickers II: The Legend of Curly's Gold (1994),Adventure|Comedy|Western,USA
433,Clean Slate (1994),Comedy,USA
434,Cliffhanger (1993),Action|Adventure|Thriller,USA|Italy|France
435,Coneheads (1993),Comedy|Sci-Fi,USA
436,Color of Night (1994),Drama|Thriller,USA
437,Cops and Robbersons (1994),Comedy,USA
438,"Cowboy Way, The (1994)",Action|Comedy|Drama,USA
439,Dangerous Game (1993),Drama,Italy|USA
440,Dave (1993),Comedy|Romance,USA
441,Dazed and Confused (1993),Comedy,USA
442,Demolition Man (1993),Action|Adventure|Sci-Fi,USA
443,"Endless Summer 2, The (1994)",Adventure|Documentary,USA
444,Even Cowgirls Get the Blues (1993),Comedy|Romance,USA
445,Fatal Instinct (1993),Comedy,USA
446,Farewell My Concubine (Ba wang bie ji) (1993),Drama|Romance,China|Hong Kong
447,"Favor, The (1994)",Comedy|Romance,USA
448,Fearless (1993),Drama,USA
449,Fear of a Black Hat (1994),Comedy,USA|UK
450,With Honors (1994),Comedy|Drama,USA
451,Flesh and Bone (1993),Drama|Mystery|Romance,USA
452,Widows' Peak (1994),Drama,UK|Ireland
453,For Love or Money (1993),Comedy|Romance,USA
454,"Firm, The (1993)",Drama|Thriller,USA
455,Free Willy (1993),Adventure|Children|Drama,USA|France
456,Fresh (1994),Crime|Drama|Thriller,USA|France
457,"Fugitive, The (1993)",Thriller,USA
458,Geronimo: An American Legend (1993),Drama|Western,USA
459,"Getaway, The (1994)",Action|Adventure|Crime|Drama|Romance|Thriller,USA|Japan
460,Getting Even with Dad (1994),Comedy,USA
461,Go Fish (1994),Drama|Romance,USA
463,Guilty as Sin (1993),Crime|Drama|Thriller,USA
464,Hard Target (1993),Action|Adventure|Crime|Thriller,USA
465,Heaven & Earth (1993),Action|Drama|War,France|USA
466,Hot Shots! Part Deux (1993),Action|Comedy|War,USA
467,Live Nude Girls (1995),Comedy,USA
468,"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)",Comedy|Romance,UK
469,"House of the Spirits, The (1993)",Drama|Romance,Portugal|Germany|Denmark|USA|France
470,House Party 3 (1994),Comedy,USA
471,"Hudsucker Proxy, The (1994)",Comedy,UK|Germany|USA
472,I'll Do Anything (1994),Comedy|Drama,USA
473,In the Army Now (1994),Comedy|War,USA
474,In the Line of Fire (1993),Action|Thriller,USA
475,In the Name of the Father (1993),Drama,Ireland|UK|USA
476,"Inkwell, The (1994)",Comedy|Drama,USA
477,What's Love Got to Do with It? (1993),Drama|Musical,USA
479,Judgment Night (1993),Action|Crime|Thriller,USA|Japan
480,Jurassic Park (1993),Action|Adventure|Sci-Fi|Thriller,USA
481,Kalifornia (1993),Drama|Thriller,USA
482,Killing Zoe (1994),Crime|Drama|Thriller,France|USA
483,King of the Hill (1993),Drama,USA
484,Lassie (1994),Adventure|Children,USA
485,Last Action Hero (1993),Action|Adventure|Comedy|Fantasy,USA
486,Life with Mikey (1993),Comedy,USA
487,Lightning Jack (1994),Comedy|Western,USA|Australia
488,M. Butterfly (1993),Drama|Romance,USA
489,Made in America (1993),Comedy,USA|France
490,Malice (1993),Thriller,Canada|USA
491,"Man Without a Face, The (1993)",Drama,USA
492,Manhattan Murder Mystery (1993),Comedy|Mystery,USA
493,Menace II Society (1993),Action|Crime|Drama,USA
494,Executive Decision (1996),Action|Adventure|Thriller,USA
495,In the Realm of the Senses (Ai no corrida) (1976),Drama,Japan|France
496,What Happened Was... (1994),Comedy|Drama|Romance|Thriller,USA
497,Much Ado About Nothing (1993),Comedy|Romance,UK|USA
498,Mr. Jones (1993),Drama|Romance,USA
499,Mr. Wonderful (1993),Comedy|Romance,USA
500,Mrs. Doubtfire (1993),Comedy|Drama,USA
501,Naked (1993),Drama,UK
502,"Next Karate Kid, The (1994)",Action|Children|Romance,USA
504,No Escape (1994),Action|Drama|Sci-Fi,USA
505,North (1994),Comedy,USA
506,Orlando (1992),Drama|Fantasy|Romance,UK|Russia|Italy|France|Netherlands
507,"Perfect World, A (1993)",Crime|Drama|Thriller,USA
508,Philadelphia (1993),Drama,USA
509,"Piano, The (1993)",Drama|Romance,New Zealand|Australia|France
510,Poetic Justice (1993),Drama,USA
511,"Program, The (1993)",Action|Drama,USA
512,"Puppet Masters, The (1994)",Horror|Sci-Fi,USA
513,Radioland Murders (1994),Comedy|Mystery|Romance,USA
514,"Ref, The (1994)",Comedy,USA
515,"Remains of the Day, The (1993)",Drama|Romance,USA|UK
516,Renaissance Man (1994),Comedy|Drama,USA
517,Rising Sun (1993),Action|Drama|Mystery,USA
518,"Road to Wellville, The (1994)",Comedy,USA
519,RoboCop 3 (1993),Action|Crime|Drama|Sci-Fi|Thriller,USA
520,Robin Hood: Men in Tights (1993),Comedy,France|USA
521,Romeo Is Bleeding (1993),Crime|Thriller,UK|USA
522,Romper Stomper (1992),Action|Drama,Australia
523,Ruby in Paradise (1993),Drama,USA
524,Rudy (1993),Drama,USA
526,"Savage Nights (Nuits fauves, Les) (1992)",Drama,France|Italy
527,Schindler's List (1993),Drama|War,USA
528,"Scout, The (1994)",Comedy|Drama,USA
529,Searching for Bobby Fischer (1993),Drama,USA
531,"Secret Garden, The (1993)",Children|Drama,USA
532,Serial Mom (1994),Comedy|Crime|Horror,USA
533,"Shadow, The (1994)",Action|Adventure|Fantasy|Mystery,USA
534,Shadowlands (1993),Drama|Romance,UK
535,Short Cuts (1993),Drama,USA
536,"Simple Twist of Fate, A (1994)",Drama,USA
537,Sirens (1994),Drama,Australia|UK
538,Six Degrees of Separation (1993),Drama,USA
539,Sleepless in Seattle (1993),Comedy|Drama|Romance,USA
540,Sliver (1993),Thriller,USA
541,Blade Runner (1982),Action|Sci-Fi|Thriller,USA|Hong Kong|UK
542,Son in Law (1993),Comedy|Drama|Romance,USA
543,So I Married an Axe Murderer (1993),Comedy|Romance|Thriller,USA
544,Striking Distance (1993),Action|Crime,USA
